Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.431896209716797,6.446622696457914,6.382907969735801,6.414464784362005,493729600
2010-01-05,6.443016529083252,6.4793821235584055,6.409054923226288,6.449628601266614,601904800
2010-01-06,6.340531826019287,6.46856277868648,6.333919753827397,6.443016537393572,552160000
2010-01-07,6.328810214996338,6.371487735528592,6.282827460801755,6.363974016902019,477131200
2010-01-08,6.370886325836182,6.371487824601399,6.28312889991774,6.320395339759796,447610800
2010-01-11,6.3146867752075195,6.40154297071308,6.26479647699497,6.395531994719579,462229600
2010-01-12,6.242856979370117,6.304468686343611,6.203786835678199,6.28703645311872,594459600
2010-01-13,6.330914497375488,6.339329862823668,6.134060272108536,6.247364749292684,605892000
2010-01-14,6.294248580932617,6.325204701724592,6.2819264831274175,6.314685896466499,432894000
2010-01-15,6.189057350158691,6.3594648411460835,6.187254058069943,6.3393280794883875,594067600
2010-01-19,6.462854385375977,6.4673626181137225,6.228432302015491,6.261190922775983,730007600
2010-01-20,6.36337423324585,6.478180660190747,6.296353057285399,6.458945939014963,612152800
2010-01-21,6.253372669219971,6.410856965843315,6.2275262855298275,6.373890682370194,608154400
2010-01-22,5.94321346282959,6.2362415720130455,5.925481895196359,6.214602871970284,881767600
2010-01-25,6.103102684020996,6.152090516042383,6.016546666542417,6.086272358435345,1065699600
2010-01-26,6.18936014175415,6.422881335405289,6.088378155789723,6.189660690544523,1867110000
2010-01-27,6.247664451599121,6.328810205038342,5.996711466333298,6.216708332173028,1722568400
2010-01-28,5.989498138427734,6.17613487872311,5.9717665666860675,6.159004404414492,1173502400
2010-01-29,5.772205352783203,6.0769548622239915,5.717807250955677,6.043294215971215,1245952400
2010-02-01,5.852451801300049,5.89062069011857,5.749365987374977,5.78152390117745,749876400
2010-02-02,5.886413097381592,5.90023834012935,5.811879012379328,5.887916242425218,698342400
2010-02-03,5.98769474029541,6.016847564016379,5.843134020335327,5.865674772409622,615328000
2010-02-04,5.771907806396484,5.961849823511814,5.757481464701586,5.912560625254383,757652000
2010-02-05,5.874390602111816,5.890620233396801,5.735840848867724,5.789337719829354,850306800
2010-02-08,5.834118843078613,5.947122767994307,5.830512257998319,5.881304195345732,478270800
2010-02-09,5.896329402923584,5.9357000740375945,5.853051197917973,5.903241620916673,632886800
2010-02-10,5.864171981811523,5.908652789447505,5.838325595387867,5.8873134298559675,370361600
2010-02-11,5.970864772796631,6.003323634292874,5.832315018729002,5.856959613263805,550345600
2010-02-12,6.022258281707764,6.060126622074822,5.875593700290378,5.954034918536406,655468800
2010-02-16,6.11302375793457,6.121739273018044,6.056521779877996,6.069144429877113,543737600
2010-02-17,6.0874762535095215,6.140371229837668,6.036683914686757,6.136764644742558,436396800
2010-02-18,6.09889554977417,6.127747825701358,6.038486460699521,6.059824617340831,422825200
2010-02-19,6.061026573181152,6.107009720067701,6.0441962478627485,6.066737399539103,415469600
2010-02-22,6.023458003997803,6.085970919360701,5.986491723869606,6.081162542230135,390563600
2010-02-23,5.922478675842285,6.050810197017129,5.881905794032023,6.010838011504735,575094800
2010-02-24,6.030673503875732,6.054115503534688,5.945919961288152,5.957641362384314,460566400
2010-02-25,6.070947170257568,6.096793565582253,5.917370338570669,5.932096829106841,665126000
2010-02-26,6.149687767028809,6.16621754725171,6.070945999720931,6.082366451119776,507460800
2010-03-01,6.281025409698486,6.29635259423419,6.174633152846355,6.183649214561482,550093600
2010-03-02,6.276817321777344,6.336324368549187,6.2434568121648235,6.309275382616517,566546400
2010-03-03,6.291242599487305,6.307472232172387,6.249467927827662,6.27952200063702,372052800
2010-03-04,6.332718372344971,6.339029897011529,6.270205427066917,6.289741499920631,366041200
2010-03-05,6.58036470413208,6.602905460135802,6.450530447121359,6.459847458793137,899620400
2010-03-08,6.584272384643555,6.614626608487426,6.559327236460199,6.612222619445724,429889600
2010-03-09,6.702685356140137,6.76219240728012,6.548507449186479,6.561130096206065,920259200
2010-03-10,6.757382869720459,6.776617988763062,6.708094482240464,6.7270286512813575,596218000
2010-03-11,6.777218818664551,6.777218818664551,6.711701195587345,6.729433572354464,405700400
2010-03-12,6.810276508331299,6.84423730093819,6.78473027513276,6.833417549870626,416323600
2010-03-15,6.727329730987549,6.777218818608577,6.619434732925409,6.773613036036831,493502800
2010-03-16,6.745662689208984,6.761591372833132,6.6873578325998615,6.737548273644507,446908000
2010-03-17,6.735745429992676,6.805771292092223,6.7101995852436405,6.759187433200796,450956800
2010-03-18,6.751674175262451,6.762192981794662,6.690363425034477,6.735143590311624,342109600
2010-03-19,6.679542541503906,6.769404604093275,6.648886972770194,6.755880312712709,559445600
2010-03-22,6.754676818847656,6.792245001043149,6.616427641839863,6.626045199206153,456419600
2010-03-23,6.863173961639404,6.8757970091452565,6.735142601680189,6.781426306668266,602431200
2010-03-24,6.893528461456299,6.918473604559785,6.837627200702303,6.841534735424527,597780400
2010-03-25,6.811781406402588,6.9416160603348,6.799759456260702,6.940112915300371,542284400
2010-03-26,6.939512729644775,6.971069145464255,6.868884975248674,6.880906925579943,640875200
2010-03-29,6.984291076660156,7.028771481362259,6.961150030749734,7.002624948476476,540744400
2010-03-30,7.088278770446777,7.137267808620449,7.040191779664406,7.110819522296849,527310000
2010-03-31,7.062734603881836,7.1111225588371925,7.046505771409166,7.077461896172706,430659600
2010-04-01,7.091887474060059,7.174836534715599,6.995113168695174,7.135165698442757,603145200
2010-04-05,7.167623519897461,7.168224617439328,7.055821784710631,7.062133710166944,684507600
2010-04-06,7.199179649353027,7.220217257599032,7.122841878163276,7.15890692268022,447017200
2010-04-07,7.231037616729736,7.270709249271003,7.172731961653409,7.199480399187049,628502000
2010-04-08,7.211503982543945,7.25929004090686,7.154100361984653,7.22623047339037,572989200
2010-04-09,7.2668023109436035,7.269808601229493,7.226830527636271,7.255983357568252,334182800
2010-04-12,7.281827926635742,7.305269922702446,7.2674015890357735,7.279122587069126,333026400
2010-04-13,7.286037921905518,7.297158629828083,7.24636627907257,7.26890784247944,306210800
2010-04-14,7.384012699127197,7.387619283831039,7.335325410691967,7.37169060265573,404076400
2010-04-15,7.481086730957031,7.484392365138607,7.378601638396809,7.386716051412082,376784800
2010-04-16,7.4354047775268555,7.54780758488472,7.349750403477842,7.470567771989121,750545600
2010-04-19,7.4254865646362305,7.450130754074272,7.266198973003691,7.4242843699059256,566924400
2010-04-20,7.350953102111816,7.491005597220147,7.301964863949601,7.469667039104502,738326400
2010-04-21,7.790647506713867,7.821603630557924,7.6857579862158385,7.778024457639563,982391200
2010-04-22,8.008535385131836,8.016950746162713,7.699878785994034,7.76118989954315,793424800
2010-04-23,8.139572143554688,8.180145005733245,8.024464824497198,8.054217935748243,796955600
2010-04-26,8.099602699279785,8.188562713683732,8.06023121783527,8.171131690283849,479068800
2010-04-27,7.875398635864258,8.049712892904555,7.82971683231808,8.032582015941399,709343600
2010-04-28,7.8621745109558105,7.934303793983597,7.706193341373344,7.91176384446238,758402400
2010-04-29,8.073755264282227,8.114628280239533,7.874495900724252,7.904850114008234,558840800
2010-04-30,7.846846580505371,8.131759523068997,7.84414204349323,8.093891189699589,542463600
2010-05-03,8.00493335723877,8.050916919201944,7.900644937162111,7.92949761997303,454342000
2010-05-04,7.774415016174316,7.912965147439124,7.716411127832061,7.900944002889362,723819600
2010-05-05,7.6935715675354,7.758188347272847,7.475377982511348,7.60461154198624,883103200
2010-05-06,7.400844573974609,7.761494272349065,5.988297046263176,7.628654925316913,1285860800
2010-05-07,7.088579177856445,7.4104600346349585,6.768502415926698,7.3245055085307404,1676018400
2010-05-10,7.633463382720947,7.653299602910522,7.469367755638268,7.521061345113974,984306400
2010-05-11,7.709497451782227,7.810779527939068,7.5285711950600955,7.568843105106818,848906800
2010-05-12,7.876901626586914,7.908157892492411,7.775018414292396,7.791246440915115,654379600
2010-05-13,7.764801979064941,7.964361580997959,7.705895212685336,7.910864693396094,599712400
2010-05-14,7.628354072570801,7.708298441840576,7.498520211601425,7.66862680598139,759362800
2010-05-17,7.640375137329102,7.699281888000123,7.4447223209765845,7.654801476889356,762834800
2010-05-18,7.584475994110107,7.7705112830722465,7.521361550103643,7.723326326364042,782678400
2010-05-19,7.463655948638916,7.60130405181852,7.358767254566231,7.498518797512352,1025726800
2010-05-20,7.145684719085693,7.328714508075931,7.099100060494869,7.269506801007578,1282915200
2010-05-21,7.2827324867248535,7.34825052086356,6.953037270605169,6.997216740948213,1223891200
2010-05-24,7.416171550750732,7.5405963379455985,7.401144914299258,7.431800087295062,754238800
2010-05-25,7.36988639831543,7.416169291220812,7.127649773416248,7.1934679297833855,1048006400
2010-05-26,7.336526393890381,7.577561642954311,7.325706640382292,7.515950361499818,850654000
2010-05-27,7.614227771759033,7.630457403708084,7.486798316218411,7.531578874648172,666282400
2010-05-28,7.7203168869018555,7.796053538918117,7.614225223591323,7.795753391545442,815614800
2010-06-01,7.8390374183654785,7.992614291453904,7.782835979113878,7.804775647059905,876472800
2010-06-02,7.932804107666016,7.958349550265208,7.824007053949681,7.950535281954808,688548000
2010-06-03,7.90785551071167,7.980886826346085,7.826408030342162,7.969766125026911,650106800
2010-06-04,7.692669868469238,7.871191006551834,7.652698089463543,7.760291329288398,758304400
2010-06-07,7.541799545288086,7.788544107536597,7.530077740039866,7.762697711546994,886942000
2010-06-08,7.493410110473633,7.627752583311897,7.382810585931765,7.610921854507705,1000770400
2010-06-09,7.309177875518799,7.57065047299721,7.287840118054284,7.557726475471689,854630000
2010-06-10,7.528873920440674,7.542998506629147,7.27912314796274,7.35846640580988,776356000
