Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2022-01-03,178.6456298828125,179.49955854778523,174.42512523500616,174.54290230186947,104487900
2022-01-04,176.3783721923828,179.55848852228598,175.80909127659353,179.25422104484065,99310400
2022-01-05,171.6866912841797,176.83964771384632,171.4118681394032,176.2900014242933,94537600
2022-01-06,168.82069396972656,172.05969865170314,168.46734773211566,169.50775193820877,96904000
2022-01-07,168.98753356933594,170.9211204367095,167.86860642072668,169.69422597653536,86709100
2022-01-10,169.0071563720703,169.31142378084766,165.06145986786478,165.95464256744464,106765600
2022-01-11,171.84375,171.9418925722171,167.66249900972133,169.13477238363146,76138300
2022-01-12,172.28541564941406,173.90491024436494,171.58854802680634,172.8645062038037,74805200
2022-01-13,169.0071563720703,173.3552628490283,168.614541185956,172.5307934232952,84505800
2022-01-14,169.8709259033203,170.56779364905069,167.92751407393143,168.17289299389805,80440800
2022-01-18,166.6613311767578,169.35067400164021,166.27854073936825,168.33971425733603,90956700
2022-01-19,163.1573486328125,167.91770571060235,162.87271567304091,166.85766697028808,94815000
2022-01-20,161.46913146972656,166.54356549753263,161.14522951347425,163.8934762825247,91420500
2022-01-21,159.407958984375,163.25549850314817,159.29999166470387,161.38080003283116,122848900
2022-01-24,158.6325225830078,159.29996087836932,151.84043745137762,157.06210684561927,162294600
2022-01-25,156.82656860351562,159.75148103294072,154.11759081418975,156.04135309194953,115798400
2022-01-26,156.73822021484375,161.35134029387297,154.90279093312674,160.47779205545413,108275300
2022-01-27,156.27691650390625,160.81151382611307,155.35428943492713,159.44720772831658,121954600
2022-01-28,167.1815643310547,167.2011988377615,159.79075260205332,162.64696676990783,179935700
2022-01-31,171.54925537109375,171.76518995088517,166.37666517165817,167.01465914894592,115541600
2022-02-01,171.38243103027344,171.60817541361024,169.12494226668923,170.79351570873365,86213900
2022-02-02,172.58970642089844,172.62897543344508,170.1261075578704,171.51985796847407,84914300
2022-02-03,169.7040252685547,172.9822984461671,168.93844437078735,171.25482156772748,89418100
2022-02-04,169.41903686523438,171.09957339010344,167.73850034036528,168.72126637937606,82465400
2022-02-07,168.70162963867188,170.95215737367448,168.00385912062177,169.88094594072888,77251200
2022-02-08,171.81698608398438,172.3280286162116,168.47557259889186,168.77040540578523,74829200
2022-02-09,173.24200439453125,173.60562304759242,171.88578239754793,173.01597239364082,71285000
2022-02-10,169.1537322998047,172.45582769774856,168.59356330152497,171.13892444273776,90865900
2022-02-11,165.73367309570312,170.09715694195197,165.14400744238606,169.3600823732159,98670700
2022-02-14,165.9695281982422,166.65746140454794,163.68950386212114,164.4855419291192,86185500
2022-02-15,169.81211853027344,169.9693646781473,167.3158996650025,168.02349233461683,62527400
2022-02-16,169.57627868652344,170.3526572392932,167.11936365193407,168.88834547600229,61177400
2022-02-17,165.9695281982422,168.9473080022522,165.56659053604196,168.08246911671398,69589300
2022-02-18,164.416748046875,167.6009001587836,163.32587723184227,166.89332246399607,82772700
2022-02-22,161.4881134033203,163.81726398261975,159.35549802549073,162.13672755479107,91162800
2022-02-23,157.31137084960938,163.28657531432245,156.9968785115613,162.68708741626082,90009200
2022-02-24,159.9353485107422,160.04345337346268,149.3804359903009,149.9504420850254,141147500
2022-02-25,162.0089874267578,162.27432346013268,158.09756779697935,161.0163841306603,91974200
2022-02-28,162.27432250976562,162.56915531871957,159.63067948265063,160.24982688187194,95056600
2022-03-01,160.38743591308594,163.72884988791748,159.1786377230553,161.86158516779412,83474400
2022-03-02,163.68948364257812,164.4756993508766,160.1416981927737,161.55688346854748,79724800
2022-03-03,163.36521911621094,165.99904029600498,162.6969453068408,165.56662077426103,76678400
2022-03-04,160.3579559326172,162.69694424174432,159.30640391691654,161.6552144893565,83737200
2022-03-07,156.55465698242188,162.17608078588069,156.2991281758325,160.54468531235605,96418800
2022-03-08,154.7266845703125,160.0729341178279,153.1149488975309,156.08290647641851,131148300
2022-03-09,160.14169311523438,160.59377200681277,156.66270858577815,158.6970261083388,91454900
2022-03-10,155.7880859375,157.62585374072557,153.2918516527838,157.43912578291366,105342000
2022-03-11,152.06341552734375,156.53500490118736,151.83738349184966,156.19103072019064,96970100
2022-03-14,148.02423095703125,151.46391244119621,147.51320336208943,148.83992865134607,108732100
2022-03-15,152.4171905517578,152.88892907582556,147.78837062747488,148.29939820148408,92964300
2022-03-16,156.83963012695312,157.24256780595263,151.79805049383225,154.34341096119434,102300200
2022-03-17,157.85186767578125,158.2253235486575,154.91340697863026,155.87651344487975,75615400
2022-03-18,161.1539764404297,161.6453594768953,157.00670241299437,157.74377696769278,123511700
2022-03-21,162.5298614501953,163.48314576119236,160.20069560988745,160.6920786569655,95811400
2022-03-22,165.91055297851562,166.50020354427738,162.06793455898944,162.6575851247512,81532000
2022-03-23,167.276611328125,169.66472556538113,164.76071771343146,165.0948695579846,98062700
2022-03-24,171.07008361816406,171.13886943985568,167.2766062849375,168.11194838158724,90131400
2022-03-25,171.7089080810547,172.25925474224047,169.77285750778353,170.88338808927602,80546200
2022-03-28,172.57374572753906,172.70149513268552,169.03578151152723,169.20284996119702,90371900
2022-03-29,175.87583923339844,175.92496554492044,173.3009816876461,173.6449558432296,100589400
2022-03-30,174.7063446044922,176.51463074136956,173.65477761444038,175.47290101025155,92633200
2022-03-31,171.6007843017578,174.96184246595325,171.39439682863326,174.77511451308345,103049300
2022-04-01,171.30593872070312,171.86612253758457,168.97678810398756,171.03076544091473,78751300
2022-04-04,175.36477661132812,175.41391791306214,171.43371240572407,171.56147679106857,76468400
2022-04-05,172.04302978515625,175.22719732393347,171.41406008567415,174.4409814506257,73401800
2022-04-06,168.8686981201172,170.6376800716011,167.19799877542366,169.3895629453013,89058800
2022-04-07,169.17335510253906,170.37233093887772,166.9228273416991,168.21024852764788,77594700
2022-04-08,167.15867614746094,168.8195531941642,166.28401495074868,168.8195531941642,76575500
2022-04-11,162.8934783935547,166.11694994882637,162.6477868725991,165.80247259982983,72246700
2022-04-12,164.7705535888672,166.94245808323757,163.7681280552551,165.12434995391737,79265200
2022-04-13,167.46331787109375,168.0922875017565,163.89588754215904,164.5051976542895,70618900
2022-04-14,162.44142150878906,168.31837428702366,162.1957299543893,167.67956724809082,75329400
2022-04-18,162.2252197265625,163.72885077484435,160.75107046386879,161.09502962767093,69023900
2022-04-19,164.51502990722656,164.92780484237912,161.0851860080734,162.17605691767423,67723800
2022-04-20,164.3479766845703,165.96954980606952,163.23746114831818,165.85160767261976,67929800
2022-04-21,163.55191040039062,168.5738450907259,163.0507051558019,165.99900305629262,87227800
2022-04-22,159.00169372558594,164.97691239861385,158.71669820313346,163.59122382969923,84882400
2022-04-25,160.07293701171875,160.35793256447772,155.72911292478716,158.34325918812343,96046400
2022-04-26,154.0977325439453,159.54225031873102,154.0191094538627,159.453804965821,95623200
2022-04-27,153.87168884277344,157.0361817522216,152.70219483485,153.22305964573388,88063200
2022-04-28,160.81985473632812,161.68469376070493,156.19101949826612,156.50551186924736,130216800
2022-04-29,154.93304443359375,163.335696219265,154.53994405594406,159.05083612128337,131747600
2022-05-02,155.23773193359375,155.5030679702358,150.6285567574635,154.009274370481,123055300
2022-05-03,156.73153686523438,157.94034999172632,153.62600731797474,155.42445612408045,88966500
2022-05-04,163.1588592529297,163.610923336445,156.51534971483846,156.91828748184096,108256500
2022-05-05,154.06822204589844,161.25223873479916,152.2795808204663,161.02620676532553,130525300
2022-05-06,154.7965545654297,156.92245186539364,151.74549742097102,153.54660360417492,116124600
2022-05-09,149.6589813232422,153.36945750408893,149.0979893908198,152.48365942752434,131577900
2022-05-10,152.0702667236328,154.26506562042874,150.5152132745714,153.06432833720223,115366700
2022-05-11,144.18679809570312,152.99547661401954,143.50769063696876,151.07626967706778,142689800
2022-05-12,140.30899047851562,143.8915146679824,136.60836588189918,140.515681208882,182602000
2022-05-13,144.78712463378906,145.7614978791984,140.8502848803236,142.3069113841073,113990900
2022-05-16,143.24192810058594,145.19067486728656,141.90340179419994,143.25177981278947,86643800
2022-05-17,146.88352966308594,147.40515984638031,144.3639390388605,146.50952499662762,78336300
2022-05-18,138.59645080566406,145.03317719827086,137.69096444615863,144.5312355358542,109742900
2022-05-19,135.1812744140625,139.42321789277696,134.4431167780582,137.67132497142188,136095600
2022-05-20,135.41746520996094,138.47835924778758,130.51610307514665,136.89378037255537,137426100
2022-05-23,140.85031127929688,140.9979367905799,135.47651740077447,135.61430621725685,117726300
2022-05-24,138.14369201660156,139.7282704399116,135.1615374401004,138.58658343549627,104132700
2022-05-25,138.3012237548828,139.5511599163244,136.15563767475544,136.24421298990842,92482700
2022-05-26,141.50973510742188,142.0608903922334,134.97458026863987,135.22063280777752,90601500
2022-05-27,147.2771759033203,147.31653769335477,142.96633152872457,143.09428362757757,90978500
2022-05-31,146.4898223876953,148.28109191355486,144.5214022588055,146.71620151537235,103718400
2022-06-01,146.3618621826172,149.3440170056093,145.34811215987284,147.53305935939102,74286600
2022-06-02,148.82240295410156,148.8814531521364,144.5410833823405,145.49576829817823,72348100
2022-06-03,143.08445739746094,145.63355774291225,142.17898598193645,144.58044581379545,88570300
2022-06-06,143.83245849609375,146.2240967666152,142.61203260738884,144.70840485443364,71598400
2022-06-07,146.3618621826172,146.64727644838695,141.82465390118458,142.07070637844697,67808200
2022-06-08,145.62368774414062,147.50351703732204,145.1315828470864,146.23389301077597,53950200
2022-06-09,140.3876953125,145.61384732144396,140.27943162604245,144.75758953991215,69473000
2022-06-10,134.96473693847656,138.53740941897706,134.89583502233484,138.06499277205677,91437900
